"MOD_NAME","ITM_NAME","SEQ_NO","DSCR","ITM_TYPE","FLD_LEN","DECML","MIN_LEN","MAX_LEN","CODELIST","update_stamp"
"NUPDRS3","NP3BRADY","32","3.14 Global spontaneity of movement","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS3","NP3PTRMR","33","3.15a Postural tremor - Right Hand","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS3","NP3PTRML","34","3.15b Postural tremor - Left hand","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS3","NP3KTRMR","35","3.16a Kinetic tremor - Right hand","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS3","NP3KTRML","36","3.16b Kinetic tremor - Left hand","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS3","NP3RTARU","37","3.17a Rest tremor amplitude - RUE","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS3","NP3RTALU","38","3.17b Rest tremor amplitude - LUE","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS3","NP3RTARL","39","3.17c Rest tremor amplitude - RLE","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS3","NP3RTALL","40","3.17d Rest tremor amplitude - LLE","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS3","NP3RTALJ","41","3.17e Rest tremor amplitude - Lip/jaw","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS3","NP3RTCON","42","3.18 Constancy of rest","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS3","DYSKPRES","43","3.19 Were dyskinesias present","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"NUPDRS3","DYSKIRAT","44","3.20 Did movements interfere with rating","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"NUPDRS3","NHY","45","3.21 Hoehn and Yahr Stage","NUMBER","1","0","0","5","","2013-09-14 07:59:41.0"
"NUPDRS3","STAFFCD","46","Examiner","CHAR","4","","","","","2013-09-14 07:59:41.0"
"NUPDRS3","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2013-09-14 07:59:41.0"
"NUPDRS3","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2013-09-14 07:59:41.0"
"NUPDRS3","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2013-09-14 07:59:41.0"
"NUPDRS3","SITE_APRV","104","Date site approved the data","DATE","","","","","","2013-09-14 07:59:41.0"
"NUPDRS4","","0","nUPDRS Part IV","","","","","","","2013-09-14 07:59:41.0"
"NUPDRS4","REC_ID","1","Record ID","NUMBER","12","0","","","","2013-09-14 07:59:41.0"
"NUPDRS4","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2013-09-14 07:59:41.0"
"NUPDRS4","CNO","3","Center Number","CHAR","4","","","","","2013-09-14 07:59:41.0"
"NUPDRS4","PATNO","4","Patient Number","CHAR","8","","","","","2013-11-17 00:42:28.0"
"NUPDRS4","EVENT_ID","5","Event Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"NUPDRS4","PAG_NAME","6","Page Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"NUPDRS4","INFODT","7","Event Date","DATE","","","","","","2013-09-14 07:59:41.0"
"NUPDRS4","NP4WDYSK","8","4.1 Time spent with dyskinesias","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS4","NP4DYSKI","9","4.2 Functional impact of dyskinesias","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS4","NP4OFF","10","4.3 Time spent in the OFF state","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS4","NP4FLCTI","11","4.4 Functional impact of fluctuations","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS4","NP4FLCTX","12","4.5 Complexity of motor fluctuations","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS4","NP4DYSTN","13","4.6 Painful OFF-state dystonia","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS4","STAFFCD","14","Examiner","CHAR","4","","","","","2013-09-14 07:59:41.0"
"NUPDRS4","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2013-09-14 07:59:41.0"
"NUPDRS4","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2013-09-14 07:59:41.0"
"NUPDRS4","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2013-09-14 07:59:41.0"
"NUPDRS4","SITE_APRV","104","Date site approved the data","DATE","","","","","","2013-09-14 07:59:41.0"
"OPTCNSNT","","0","Consent Withdrawal for Optional Procedrs","","","","","","","2014-01-19 00:43:16.0"
"OPTCNSNT","REC_ID","1","Record ID","NUMBER","12","0","","","","2014-01-19 00:43:16.0"
"OPTCNSNT","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2014-01-19 00:43:16.0"
"OPTCNSNT","CNO","3","Center Number","CHAR","4","","","","","2014-01-19 00:43:16.0"
"OPTCNSNT","PATNO","4","Patient Number","CHAR","8","","","","","2014-01-19 00:43:16.0"
"OPTCNSNT","EVENT_ID","5","Event Name","CHAR","8","","","","","2014-01-19 00:43:16.0"
"OPTCNSNT","PAG_NAME","6","Page Name","CHAR","8","","","","","2014-01-19 00:43:16.0"
"OPTCNSNT","INFODT","7","Event Date","DATE","","","","","","2014-01-19 00:43:16.0"
"OPTCNSNT","FUTRCNT","8","Consent for future research contact","CHAR","1","","","","OPTCNSNT","2014-01-19 00:43:16.0"
"OPTCNSNT","FUTRCNDT","9","Date Consent for future research contact","DATE","","","","","","2014-01-19 00:43:16.0"
"OPTCNSNT","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2014-01-19 00:43:16.0"
"OPTCNSNT","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2014-01-19 00:43:16.0"
"OPTCNSNT","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2014-01-19 00:43:16.0"
"OPTCNSNT","SITE_APRV","104","Date site approved the data","DATE","","","","","","2014-01-19 00:43:16.0"
"PASEHSWK","","0","Household Activity","","","","","","","2013-09-14 07:59:41.0"
"PASEHSWK","REC_ID","1","Record ID","NUMBER","12","0","","","","2013-09-14 07:59:41.0"
"PASEHSWK","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2013-09-14 07:59:41.0"
"PASEHSWK","CNO","3","Center Number","CHAR","4","","","","","2013-09-14 07:59:41.0"
"PASEHSWK","PATNO","4","Patient Number","CHAR","8","","","","","2013-11-17 00:42:28.0"
"PASEHSWK","EVENT_ID","5","Event Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"PASEHSWK","PAG_NAME","6","Page Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"PASEHSWK","INFODT","7","Event Date","DATE","","","","","","2013-09-14 07:59:41.0"
"PASEHSWK","LTHSWRK","8","Light housework","CHAR","1","","","","YN1NO2YS","2013-09-14 07:59:41.0"
"PASEHSWK","HVYHSWRK","9","Heavy housework","CHAR","1","","","","YN1NO2YS","2013-09-14 07:59:41.0"
"PASEHSWK","HMREPR","10","Home repairs","CHAR","1","","","","YN1NO2YS","2013-09-14 07:59:41.0"
"PASEHSWK","LAWNWRK","11","Lawn work","CHAR","1","","","","YN1NO2YS","2013-09-14 07:59:41.0"
"PASEHSWK","OUTGARDN","12","Outdoor gardening","CHAR","1","","","","YN1NO2YS","2013-09-14 07:59:41.0"
"PASEHSWK","CAREGVR","13","Caring for other person(child/dep adult)","CHAR","1","","","","YN1NO2YS","2013-09-14 07:59:41.0"
"PASEHSWK","WRKVL","14","Work or volunteer","CHAR","1","","","","YN1NO2YS","2013-09-14 07:59:41.0"
"PASEHSWK","WRKVLHR","15","Hours worked or as a volunteer","NUMBER","2","0","","","","2013-09-14 07:59:41.0"
"PASEHSWK","WRKVLACT","16","Type phys activity work/volunteer","CHAR","1","","","","WRKACT","2013-09-14 07:59:41.0"
"PASEHSWK","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2013-09-14 07:59:41.0"
"PASEHSWK","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2013-09-14 07:59:41.0"
"PASEHSWK","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2013-09-14 07:59:41.0"
"PASEHSWK","SITE_APRV","104","Date site approved the data","DATE","","","","","","2013-09-14 07:59:41.0"
"PASELS","","0","Leisure Time Activity","","","","","","","2013-09-14 07:59:41.0"
"PASELS","REC_ID","1","Record ID","NUMBER","12","0","","","","2013-09-14 07:59:41.0"
"PASELS","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2013-09-14 07:59:41.0"
"PASELS","CNO","3","Center Number","CHAR","4","","","","","2013-09-14 07:59:41.0"
"PASELS","PATNO","4","Patient Number","CHAR","8","","","","","2013-11-17 00:42:28.0"
"PASELS","EVENT_ID","5","Event Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"PASELS","PAG_NAME","6","Page Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"PASELS","INFODT","7","Event Date","DATE","","","","","","2013-09-14 07:59:41.0"
"PASELS","QUESTNO","8","Question Number","NUMBER","2","0","","","","2013-09-14 07:59:41.0"
"PASELS","ACTVOFT","9","How often participate in activities","NUMBER","1","0","","","NEVOFT","2013-09-14 07:59:41.0"
"PASELS","ACTVSPEC","10","Specify activities","CHAR","150","","","","","2013-09-14 07:59:41.0"
"PASELS","HRDAYFRQ","11","How many hours per day","NUMBER","1","0","","","HRDAYFRQ","2013-09-14 07:59:41.0"
"PASELS","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2013-09-14 07:59:41.0"
"PASELS","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2013-09-14 07:59:41.0"
"PASELS","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2013-09-14 07:59:41.0"
"PASELS","SITE_APRV","104","Date site approved the data","DATE","","","","","","2013-09-14 07:59:41.0"
"PATIENT_STATUS","CNO","1","Center Number","CHAR","8","","","","","2013-09-14 07:59:41.0"
"PATIENT_STATUS","PATNO","2","Patient Number","CHAR","8","","","","","2013-09-14 07:59:41.0"
"PATIENT_STATUS","RECRUITMENT_CAT","3","Recruitment Category","CHAR","8","","","","","2013-09-14 07:59:41.0"
"PATIENT_STATUS","IMAGING_CAT","4","Imaging Category","CHAR","8","","","","","2013-09-14 07:59:41.0"
"PATIENT_STATUS","ENROLL_DATE","5","Enrollment Date","DATE","","","","","","2013-09-14 07:59:41.0"
"PATIENT_STATUS","ENROLL_CAT","6","Enrollment Category","CHAR","8","","","","","2013-09-14 07:59:41.0"
"PATIENT_STATUS","ENROLL_STATUS","7","Enrollment Status","CHAR","8","","","","","2013-09-14 07:59:41.0"
"PDFEAT","","0","PD Features","","","","","","","2013-09-14 07:59:41.0"
"PDFEAT","REC_ID","1","Record ID","NUMBER","12","0","","","","2013-09-14 07:59:41.0"
"PDFEAT","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2013-09-14 07:59:41.0"
"PDFEAT","CNO","3","Center Number","CHAR","4","","","","","2013-09-14 07:59:41.0"
"PDFEAT","PATNO","4","Patient Number","CHAR","8","","","","","2013-11-17 00:42:28.0"
"PDFEAT","EVENT_ID","5","Event Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"PDFEAT","PAG_NAME","6","Page Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"PDFEAT","INFODT","7","Event Date","DATE","","","","","","2013-09-14 07:59:41.0"
"PDFEAT","SXMO","8","Date of Symptom (Month)","NUMBER","2","0","1","12","","2013-09-14 07:59:41.0"
"PDFEAT","SXYEAR","9","Date of Symptom (Year)","NUMBER","4","0","","","","2013-09-14 07:59:41.0"
"PDFEAT","PDDXDT","10","Date of Parkinson's disease diagnosis","DATE","","","","","","2013-09-14 07:59:41.0"
"PDFEAT","PDDXEST","11","Is the PD diagnosis date estimated?","CHAR","3","","","","DATEEST","2013-09-14 07:59:41.0"
"PDFEAT","DXTREMOR","13","Resting Tremor present at diagnosis?","CHAR","1","","","","YNUNK","2013-09-14 07:59:41.0"
"PDFEAT","DXRIGID","14","Rigidity present at diagnosis?","CHAR","1","","","","YNUNK","2013-09-14 07:59:41.0"
"PDFEAT","DXBRADY","15","Bradykinesia present at diagnosis?","CHAR","1","","","","YNUNK","2013-09-14 07:59:41.0"
"PDFEAT","DXPOSINS","16","Postural instability present at dx?","CHAR","1","","","","YNUNK","2013-09-14 07:59:41.0"
"PDFEAT","DXOTHSX","17","Other symptom present at diagnosis?","CHAR","1","","","","YNUNK","2013-09-14 07:59:41.0"
"PDFEAT","DXOTHCM","18","Other symptoms comment","CHAR","240","","","","","2013-09-14 07:59:41.0"
"PDFEAT","DOMSIDE","19","Side predominantly affected at onset","CHAR","1","","","","SIDEAFF","2013-09-14 07:59:41.0"
"PDFEAT","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2013-09-14 07:59:41.0"
"PDFEAT","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2013-09-14 07:59:41.0"
"PDFEAT","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2013-09-14 07:59:41.0"
"PDFEAT","SITE_APRV","104","Date site approved the data","DATE","","","","","","2013-09-14 07:59:41.0"
"PDMEDUSE","","0","Use of PD Medication","","","","","","","2013-09-14 07:59:41.0"
"PDMEDUSE","REC_ID","1","Record ID","NUMBER","12","0","","","","2013-09-14 07:59:41.0"
"PDMEDUSE","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2013-09-14 07:59:41.0"
"PDMEDUSE","CNO","3","Center Number","CHAR","4","","","","","2013-09-14 07:59:41.0"
"PDMEDUSE","PATNO","4","Patient Number","CHAR","8","","","","","2013-11-17 00:42:28.0"
"PDMEDUSE","EVENT_ID","5","Event Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"PDMEDUSE","PAG_NAME","6","Page Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"PDMEDUSE","INFODT","7","Event Date","DATE","","","","","","2013-09-14 07:59:41.0"
"PDMEDUSE","PDMEDYN","8","Is subject on meds for PD","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"PDMEDUSE","ONLDOPA","9","Is subject taking Levodopa","CHAR","1","","","","CHECKBOX","2013-09-14 07:59:41.0"
"PDMEDUSE","ONDOPAG","10","Is subject taking a Dopamine Agonist","CHAR","1","","","","CHECKBOX","2013-09-14 07:59:41.0"
"PDMEDUSE","ONOTHER","11","Is subject taking some other medication","CHAR","1","","","","CHECKBOX","2013-09-14 07:59:41.0"
"PDMEDUSE","FULNUPDR","12","Was the full UPDRS assessed","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"PDMEDUSE","PDMEDDT","13","Date of most recent dose","DATE","","","","","","2013-09-14 07:59:41.0"
"PDMEDUSE","PDMEDTM","14","Time of dose prior to UPDRS","TIME","","","","","","2013-09-14 07:59:41.0"
"PDMEDUSE","NUPDRTM","15","Time the UPDRS was administered","TIME","","","","","","2013-09-14 07:59:41.0"
"PDMEDUSE","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2013-09-14 07:59:41.0"
"PDMEDUSE","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2013-09-14 07:59:41.0"
"PDMEDUSE","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2013-09-14 07:59:41.0"
"PDMEDUSE","SITE_APRV","104","Date site approved the data","DATE","","","","","","2013-09-14 07:59:41.0"
"PECN","","0","Neurological exam: Cranial Nerves","","","","","","","2013-09-14 07:59:41.0"
"PECN","REC_ID","1","Record ID","NUMBER","12","0","","","","2013-09-14 07:59:41.0"
"PECN","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2013-09-14 07:59:41.0"
"PECN","CNO","3","Center Number","CHAR","4","","","","","2013-09-14 07:59:41.0"
"PECN","PATNO","4","Patient Number","CHAR","8","","","","","2013-11-17 00:42:28.0"
"PECN","EVENT_ID","5","Event Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"PECN","PAG_NAME","6","Page Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"PECN","INFODT","7","Event Date","DATE","","","","","","2013-09-14 07:59:41.0"
"PECN","CN1RSP","8","CN I","CHAR","1","","","","ABNORM","2013-09-14 07:59:41.0"
"PECN","CN1CM","9","CN I comment","CHAR","240","","","","","2013-09-14 07:59:41.0"
"PECN","CN2RSP","10","CN II","CHAR","1","","","","ABNORM","2013-09-14 07:59:41.0"
"PECN","CN2CM","11","CN II comment","CHAR","240","","","","","2013-09-14 07:59:41.0"
"PECN","CN346RSP","12","CN III,IV,VI","CHAR","1","","","","ABNORM","2013-09-14 07:59:41.0"
"PECN","CN346CM","13","CN III,IV,VI comment","CHAR","240","","","","","2013-09-14 07:59:41.0"
"PECN","CN5RSP","14","CN V","CHAR","1","","","","ABNORM","2013-09-14 07:59:41.0"
"PECN","CN5CM","15","CN V comment","CHAR","240","","","","","2013-09-14 07:59:41.0"
"PECN","CN7RSP","16","CN VII","CHAR","1","","","","ABNORM","2013-09-14 07:59:41.0"
"PECN","CN7CM","17","CN VII comment","CHAR","240","","","","","2013-09-14 07:59:41.0"
"PECN","CN8RSP","18","CN VIII","CHAR","1","","","","ABNORM","2013-09-14 07:59:41.0"
"PECN","CN8CM","19","CN VIII comment","CHAR","240","","","","","2013-09-14 07:59:41.0"
"PECN","CN910RSP","20","CN IX, X","CHAR","1","","","","ABNORM","2013-09-14 07:59:41.0"
"PECN","CN910CM","21","CN IX, X comment","CHAR","240","","","","","2013-09-14 07:59:41.0"
"PECN","CN11RSP","22","CN XI","CHAR","1","","","","ABNORM","2013-09-14 07:59:41.0"
"PECN","CN11CM","23","CN XI comment","CHAR","240","","","","","2013-09-14 07:59:41.0"
"PECN","CN12RSP","24","CN XII","CHAR","1","","","","ABNORM","2013-09-14 07:59:41.0"
"PECN","CN12CM","25","CN XII comment","CHAR","240","","","","","2013-09-14 07:59:41.0"
"PECN","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2013-09-14 07:59:41.0"
"PECN","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2013-09-14 07:59:41.0"
"PECN","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2013-09-14 07:59:41.0"
"PECN","SITE_APRV","104","Date site approved the data","DATE","","","","","","2013-09-14 07:59:41.0"
"PENEURO","","0","Neurological Exam","","","","","","","2013-09-14 07:59:41.0"
"PENEURO","REC_ID","1","Record ID","NUMBER","12","0","","","","2013-09-14 07:59:41.0"
"PENEURO","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2013-09-14 07:59:41.0"
"PENEURO","CNO","3","Center Number","CHAR","4","","","","","2013-09-14 07:59:41.0"
"PENEURO","PATNO","4","Patient Number","CHAR","8","","","","","2013-11-17 00:42:28.0"
"PENEURO","EVENT_ID","5","Event Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"PENEURO","PAG_NAME","6","Page Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"PENEURO","INFODT","7","Event Date","DATE","","","","","","2013-09-14 07:59:41.0"
"PENEURO","MSRARSP","8","Muscle Strength - right arm","CHAR","1","","","","ABNORM","2013-09-14 07:59:41.0"
"PENEURO","MSRACM","9","Muscle Strength - right arm comment","CHAR","240","","","","","2013-09-14 07:59:41.0"
"PENEURO","MSLARSP","10","Muscle Strength - left arm","CHAR","1","","","","ABNORM","2013-09-14 07:59:41.0"
"PENEURO","MSLACM","11","Muscle Strength - left arm comment","CHAR","240","","","","","2013-09-14 07:59:41.0"
"PENEURO","MSRLRSP","12","Muscle Strength - right leg","CHAR","1","","","","ABNORM","2013-09-14 07:59:41.0"
"PENEURO","MSRLCM","13","Muscle Strength - right leg comment","CHAR","240","","","","","2013-09-14 07:59:41.0"
"PENEURO","MSLLRSP","14","Muscle Strength - left leg","CHAR","1","","","","ABNORM","2013-09-14 07:59:41.0"
"PENEURO","MSLLCM","15","Muscle Strength - left leg comment","CHAR","240","","","","","2013-09-14 07:59:41.0"
"PENEURO","COFNRRSP","16","Coordination - right finger-to-nose","CHAR","1","","","","ABNORM","2013-09-14 07:59:41.0"
"PENEURO","COFNRCM","17","Coordination -rt. finger-to-nose comment","CHAR","240","","","","","2013-09-14 07:59:41.0"
"PENEURO","COFNLRSP","18","Coordination - left finger-to-nose","CHAR","1","","","","ABNORM","2013-09-14 07:59:41.0"
"PENEURO","COFNLCM","19","Coordination -left finger-nose comment","CHAR","240","","","","","2013-09-14 07:59:41.0"
"PENEURO","COHSRRSP","20","Coordination - right heel-to-shin","CHAR","1","","","","ABNORM","2013-09-14 07:59:41.0"
"PENEURO","COHSRCM","21","Coordination -right heel-to-shin comment","CHAR","240","","","","","2013-09-14 07:59:41.0"
"PENEURO","COHSLRSP","22","Coordination - left heel-to-shin","CHAR","1","","","","ABNORM","2013-09-14 07:59:41.0"
"PENEURO","COHSLCM","23","Coordination - left heel-to-shin comment","CHAR","240","","","","","2013-09-14 07:59:41.0"
"PENEURO","SENRARSP","24","Sensory - right arm","CHAR","1","","","","ABNORM","2013-09-14 07:59:41.0"
"PENEURO","SENRACM","25","Sensory - right arm comment","CHAR","240","","","","","2013-09-14 07:59:41.0"
"PENEURO","SENLARSP","26","Sensory - left arm","CHAR","1","","","","ABNORM","2013-09-14 07:59:41.0"
"PENEURO","SENLACM","27","Sensory - left arm comment","CHAR","240","","","","","2013-09-14 07:59:41.0"
"PENEURO","SENRLRSP","28","Sensory - right leg","CHAR","1","","","","ABNORM","2013-09-14 07:59:41.0"
"PENEURO","SENRLCM","29","Sensory - right leg comment","CHAR","240","","","","","2013-09-14 07:59:41.0"
"PENEURO","SENLLRSP","30","Sensory - left leg","CHAR","1","","","","ABNORM","2013-09-14 07:59:41.0"
"PENEURO","SENLLCM","31","Sensory - left leg comment","CHAR","240","","","","","2013-09-14 07:59:41.0"
"PENEURO","RFLRARSP","32","Reflex - right arm","CHAR","1","","","","REFLEX","2013-09-14 07:59:41.0"
"PENEURO","RFLRACM","33","Reflex - right arm comment","CHAR","240","","","","","2013-09-14 07:59:41.0"
"PENEURO","RFLLARSP","34","Reflex - left arm","CHAR","1","","","","REFLEX","2013-09-14 07:59:41.0"
"PENEURO","RFLLACM","35","Reflex - left arm comment","CHAR","240","","","","","2013-09-14 07:59:41.0"
